id,label,lat,lon
ce937c35-b746-40b3-ae52-5633026cef6f,6934 South RUSTIC Road SEATTLE 98178 US,47.50906493700006,-122.24571336099996
b0d471ea-acf1-4e8e-93e4-41113c8ea45a,7520 57TH Place Northeast  98115 US,47.68348051400005,-122.26670684799996
f714f8e0-1fbe-4479-a8bb-1b604fe62f12,1814 18TH Avenue South  98144 US,47.58646999200005,-122.30918411999994
47478b02-27f5-466f-b94e-a808255d84f8,5263 17TH Avenue Southwest  98106 US,47.553944072000036,-122.35628543399997
156d26d0-fa08-4737-8f22-f5a7de762b8d,1701 Southwest 112TH Street  98146 US,47.50269435900003,-122.35660664299996
3e982322-0f23-49b5-bd0e-120d69410025,8401 8TH Avenue South  98108 US,47.52817390200005,-122.32332052099997
8611fdd4-58f9-4764-9d93-1530cc466c4f,6531 B 35TH Avenue Northeast  98115 US,47.676725075000036,-122.29053054399998
2f55033c-1765-4e91-8235-90d54d486584,4136 38TH Avenue Southwest  98126 US,47.56536718700005,-122.37976109599998
0f23af7f-0377-4c98-ac9f-f3fa2fea1da5,600 Southwest KENYON Street  98106 US,47.532569230000036,-122.34466045599999
06d17ea8-c26f-437e-aeb0-4c22c0f4ee61,8501 5TH Avenue Northeast  98115 US,47.69067078200004,-122.32338368299997
81e3c51d-8923-4e1e-884c-6418bc4d340f,3711 42ND Avenue Southwest  98116 US,47.570865738000066,-122.38592098999999
641ea005-4d99-47b2-82a5-e4f8da2e6327,6609 HOLLY Place Southwest  98136 US,47.544515612000055,-122.39054850499997
46f4e61a-60a5-43f0-bc36-eaeb86df5221,1671 HARBOR Avenue Southwest  98126 US,47.58817158700003,-122.38000001599994
69ad2d81-533f-445b-aab7-a75bef7d7651,1714 East FIR Street  98122 US,47.602904885000044,-122.30952659599996
173cbc83-74ef-40f3-a0dc-67d49f640b9b,4115 45TH Avenue Southwest  98116 US,47.56617300800008,-122.38975959999999
54d5b64b-2953-4c5e-89f1-34f7bb107ba5,1610 Northeast 77TH Street  98115 US,47.68506787800004,-122.31041569499996
00f43cc6-be90-4832-87d3-7a4a79a11e01,7020 7TH Avenue Northwest  98117 US,47.68025481800004,-122.36423559599996
39b13ec8-03ff-4498-91f2-05dc8ac201ea,3810 South EDMUNDS Street  98118 US,47.55880699200003,-122.28486588799996
84a30066-124b-4f65-9189-31950cc6b9dc,2715 6TH Avenue South  98134 US,47.57926050300006,-122.32686233099997
8716e288-c69c-4c0b-b507-a2c9ee767151,628 Northwest 88TH Street  98117 US,47.692970582000044,-122.36459348299996
01af5e3b-20d5-40b7-b185-fcb23c4bd432,9232 21ST Avenue Northwest  98117 US,47.696516391000046,-122.38224289499999
5b58b95b-4120-4414-9e4a-06e1820429b6,3230 Northeast 95TH Street  98115 US,47.697722930000054,-122.29196663699997
37d9adc0-e7dc-426b-ad19-d09e560ca397,2431 WESTVIEW Drive West  98119 US,47.64045956600006,-122.37096519599999
5fb8f888-e94b-4ab8-927c-16a87b647605,10605 SEOLA BEACH Drive Southwest  98146 US,47.50793756100006,-122.37117883999997
b3be1cb0-bb16-4dfc-ac6f-615176c5758d,2428 31ST Avenue West  98199 US,47.64042553200005,-122.39665303099997
48202279-4caf-4e1b-96c2-b633ecba4be7,8710 OVERLAKE Drive West  98039 US,47.61221683500003,-122.22663431899997
e088ee3b-8421-4e29-b408-79168f0f4247,7774 HIGHLAND PARK Way Southwest  98106 US,47.53261322100008,-122.34637048599996
94af6676-569c-4a4f-9f28-f1fec9de37de,10838 101ST Avenue Northeast  98033 US,47.69795009500007,-122.20630514899995
5f92d603-e2c1-4c94-87fd-29fcfd554dbe,7625 15TH Avenue Northeast  98115 US,47.68472647800007,-122.31244726399996
cfb450df-0b49-46b0-9728-c7f75b42346d,4115 51ST Avenue Northeast  98105 US,47.65840187100008,-122.27251944699998
3aff6ef4-b490-4fc7-bcd4-3b2f9eeb63c7,703 21ST Avenue East  98112 US,47.625383002000035,-122.30509563999999
9a6aa921-f60e-4a7f-8a2f-8f1c16143be1,8826 38TH Avenue Southwest  98126 US,47.52387013900005,-122.38020385799996
c1a4f817-240e-4940-8bfe-ce1eacf23b36,130 13TH Avenue  98033 US,47.685704334000036,-122.20714694599997
5817fef8-90c7-4a98-96d8-ff6bcabfb813,745 B North 95TH Street  98103 US,47.69763107600005,-122.34795340999995
019e9692-529b-4972-8664-d9231cb38e8b,1111 10TH Avenue East  98102 US,47.62921990900003,-122.32052696599999
6b861c23-b881-4b57-9259-04d67291474d,2012 Northeast 92ND Street  98115 US,47.69592555500003,-122.30617270699997
bd9e8cb5-785e-485e-88ba-f9a5bdc3766f,628 West NICKERSON Street  98119 US,47.65209499500003,-122.36566741099995
5d607569-3f8f-4e2b-a9fb-1e5223faff0e,4719 South BOND Street  98118 US,47.51412802800007,-122.272778744
d35e3405-194b-4312-aa89-131ba501ed73,300 Northwest 78TH Street  98117 US,47.685694099000045,-122.360874406
dd4fc895-b413-474b-972f-403c4b9f6cc7,915 HARVARD Avenue East  98102 US,47.62727445300004,-122.32322885599996
d0712d4c-22d9-40e3-b5b2-c223368e53f2,2862 Northwest MARKET Street  98107 US,47.66894440500005,-122.39540584699995
dd202f12-82a3-4aa2-9d09-b8d14b534094,10802 31ST Avenue Southwest  98146 US,47.50615711700004,-122.37151249599998
b96e680b-0371-4f60-b32b-0d71fe714000,1233 EVERGREEN POINT Road  98039 US,47.622339735000025,-122.24011653299999
656c7a25-032e-4936-b52b-081b59c3b92f,322 17TH Avenue East  98112 US,47.621152847000076,-122.309782343
460d4880-8923-42ec-8a2f-544b578ed1ad,6419 23RD Avenue South  98108 US,47.544808001000035,-122.30435267699994
01ce517b-30f5-4c2c-abfe-05c084644858,10860 CRESTWOOD Drive South SEATTLE 98178 US,47.50414157100005,-122.24433894399999
f524cdb5-877c-4172-a272-d1defe03bfa9,1350 30TH Avenue South  98144 US,47.59109724100006,-122.29312304399997
8e5711d8-cc23-4124-993f-07d8547331eb,2036 MCGILVRA Boulevard East  98112 US,47.63811100100003,-122.28044030999996
3f1ca15f-7cab-4ed9-a730-c70e67a49b12,4709 STONE Way North  98103 US,47.66316865700003,-122.34179781499995
72f026a0-86de-4509-9502-048b15190ba5,3032 52ND Avenue Southwest  98116 US,47.576557853000054,-122.39768686999997
53bc4ba5-bb02-4354-bab2-5036ee8dbf0c,9207 9TH Avenue Northwest  98117 US,47.696309503000066,-122.36906672899994
25cad882-89da-406d-a572-269a44a146a0,7323 17TH Avenue Northwest  98117 US,47.68207919500003,-122.37916953399997
28069b6a-0f00-44bd-b520-d21e1a441c9e,6548 DELRIDGE Way Southwest  98106 US,47.54314654900003,-122.36083235299998
10b2fd3d-5a9c-46a3-b7ee-aed9ee5699ff,805 Northwest 63RD Street  98107 US,47.674260539000045,-122.36658047299994
